timestamp,simulation_time,engine_id,operating_mode,obs_rpm,obs_mean_torque,obs_instant_torque,obs_load_torque,obs_friction_torque,obs_net_torque,obs_cylinder_1_torque,obs_cylinder_2_torque,obs_cylinder_3_torque,obs_cylinder_4_torque,obs_cht,obs_egt,obs_oil_temperature,obs_oil_pressure,obs_oil_pressure_psi,obs_fuel_flow,obs_fuel_flow_lph,obs_fuel_pressure,obs_vibration,exp_rpm,exp_crank_angle,exp_mean_torque,exp_instant_torque,exp_load_torque,exp_friction_torque,exp_net_torque,exp_cylinder_1_torque,exp_cylinder_2_torque,exp_cylinder_3_torque,exp_cylinder_4_torque,exp_cht,exp_egt,exp_oil_temperature,exp_oil_pressure,exp_oil_pressure_psi,exp_fuel_flow,exp_fuel_flow_lph,exp_fuel_pressure,exp_vibration,res_signed_rpm,res_signed_mean_torque,res_signed_instant_torque,res_signed_load_torque,res_signed_friction_torque,res_signed_net_torque,res_signed_cylinder_1_torque,res_signed_cylinder_2_torque,res_signed_cylinder_3_torque,res_signed_cylinder_4_torque,res_signed_cht,res_signed_egt,res_signed_oil_temperature,res_signed_oil_pressure,res_signed_oil_pressure_psi,res_signed_fuel_flow,res_signed_fuel_flow_lph,res_signed_fuel_pressure,res_signed_vibration,res_norm_rpm,res_norm_mean_torque,res_norm_instant_torque,res_norm_load_torque,res_norm_friction_torque,res_norm_net_torque,res_norm_cylinder_1_torque,res_norm_cylinder_2_torque,res_norm_cylinder_3_torque,res_norm_cylinder_4_torque,res_norm_cht,res_norm_egt,res_norm_oil_temperature,res_norm_oil_pressure,res_norm_oil_pressure_psi,res_norm_fuel_flow,res_norm_fuel_flow_lph,res_norm_fuel_pressure,res_norm_vibration,ind_thermal_dev,ind_oil_dev,ind_vibration_dev,ind_torque_dev,ind_cylinder_balance_dev,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,911.709171395414,22.48604081632653,38.74303548511851,12.311344529918864,1.9080597315618475,24.5236312236378,-0.2042828094928349,-0.2042828094928349,-1.239511984037725,40.39111308814191,25.07229836145782,617.1107142857143,24.999579506279403,293.87143667889495,42.622525433033566,0.0009648312881527,4.824156440763737,322.42705098312484,0.3444157740507984,911.720202809392,54.0,22.48604081632653,38.74303548511851,12.311344529918863,1.8849555921538759,24.546735363045773,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,25.07229836145782,617.1107142857143,24.999579506279403,367.3392958486187,53.278156791291956,0.0009648312881527473,4.824156440763737,322.42705098312484,0.34441577405079843,-0.011031413978003002,0.0,0.0,1.7763568394002505e-15,0.023104139407971624,-0.02310413940797318,5.551115123125783e-17,5.551115123125783e-17,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-73.46785916972374,-10.65563135825839,-4.7271214720367993e-17,0.0,0.0,-5.551115123125783e-17,-0.001068935462984787,0.0,0.0,1.2909570053780887e-15,0.03358159797670293,-0.011193865992235064,1.613696256722611e-17,1.613696256722611e-17,-6.454785026890444e-17,0.0,0.0,0.0,0.0,-0.021356935805152247,-19.35979534567294,-3.4354080465383705e-13,0.0,0.0,-4.0342406418065275e-15,0.0,0.021356935805152247,4.0342406418065275e-15,0.03358159797670293,1.8308097292142582,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.01,0.01,AEROTWIN-4-001,IDLE,919.7656674978848,22.55186746656686,31.43830420935987,12.633774284128508,1.931043945766607,16.873485979464757,-0.2048808362046264,-0.2048808362046264,-1.4554673232716206,33.30353320504074,25.144997674017972,614.298678930598,24.999162224228513,294.35324508246026,42.69240596026987,0.0009674645870168,4.83732293508447,322.42705098312484,0.2156907688748758,919.7866852581626,108.70321216856351,22.551929255025392,31.43798367767902,12.634080015916153,1.9095023275169214,16.894401334245945,-0.20488139754488222,-0.20488139754488222,-1.4554713110159827,33.30362445131923,25.144998716542478,614.2986836583468,24.99916222714526,367.94212302093996,53.36558963871109,0.0009674670721207087,4.837335360603544,322.42705098312484,0.21568432457861159,-0.021017760277800335,-6.178845853099801e-05,0.0003205316808490011,-0.000305731787644703,0.0215416182496857,-0.020915354781188,5.613402558057867e-07,5.613402558057867e-07,3.987744362055068e-06,-9.124627848677846e-05,-1.042524505834308e-06,-4.727748773802887e-06,-2.916745955872102e-09,-73.5888779384797,-10.67318367844122,-2.4851039086802584e-09,-1.2425519074099611e-05,0.0,6.444296264201954e-06,-0.002036604678081428,-4.490440300217878e-05,9.3177814200291e-05,-0.00022218879916039455,0.031310491641985023,-0.01013340832421899,1.6318030692028683e-07,1.6318030692028683e-07,1.1592280122253104e-06,-2.6525080955458853e-05,-7.576486234260957e-07,-1.3743455737799087e-06,-4.23945633120945e-09,-0.021392115679790605,-19.391685462284183,-1.8060348173548386e-05,-2.2575434364279808e-05,0.0,0.0004683354843170024,1.3743455737799087e-06,0.021392115679790605,0.0004683354843170024,0.031310491641985023,1.870195637701628,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.02,0.02,AEROTWIN-4-001,IDLE,913.8604728973784,22.59687871139938,2.4370653550429173,12.858042446334755,1.946833558687584,-12.367810649979424,-0.205289757616282,-0.205289757616282,-0.4272710873625168,3.2749159576379983,25.217740868324743,611.5603972434036,24.99874724610449,294.68403443691204,42.74038298666085,0.0009692816165005,4.846408082502796,322.42705098312484,0.413155536386538,913.8907111511512,163.89041328405327,22.59699583723367,2.43652753204661,12.858630096757178,1.9263967288511674,-12.348499293561733,-0.20529082168953028,-0.20529082168953028,-0.42727330202602026,3.2749329324276877,25.217743880749786,611.5604108605702,24.998747254674214,368.356120799028,53.42563504844943,0.0009692863622438738,4.846431811219369,322.42705098312484,0.4131674714188739,-0.030238253772836288,-0.00011712583429002166,0.0005378229963071135,-0.0005876504224229251,0.020436829836416592,-0.019311356417690106,1.0640732482913862e-06,1.0640732482913862e-06,2.2146635034747675e-06,-1.6974789689427894e-05,-3.012425043635858e-06,-1.3617166587209795e-05,-8.569724485596453e-09,-73.67208636211598,-10.685252061788582,-4.7457433738004595e-09,-2.3728716572968267e-05,0.0,-1.1935032335874673e-05,-0.0029300633500810355,-8.512051910612036e-05,0.00015634389427532366,-0.0004270715279236373,0.029704694529675273,-0.009356277334152181,3.093236186893564e-07,3.093236186893564e-07,6.437975300798742e-07,-4.934531886461596e-06,-2.1892623863632684e-06,-3.9584786590726145e-06,-1.2455994891855306e-08,-0.02141630417503371,-19.413612030865874,-3.44894140537824e-05,-4.311176702937547e-05,0.0,-0.0008673715360374035,3.9584786590726145e-06,0.02141630417503371,0.0008673715360374035,0.029704694529675273,1.5416793598755094,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.03,0.03,AEROTWIN-4-001,IDLE,920.3559798149172,22.563909081808465,28.232886877050476,12.693466836937796,1.9352621644582768,13.604157875654405,-0.961686037207882,-0.2049902327414592,29.604553379741276,-0.2049902327414592,25.289212757063115,608.8880418007031,24.998330843155287,294.4416317585233,42.7052253869927,0.0009679493714825,4.839746857412927,322.42705098312484,0.1594333273015215,920.3975271279221,218.72385595312232,22.564078219973208,28.23619860935717,12.694306865876573,1.9140482295576056,13.627843513922992,-0.961693245968155,-0.20499176934008806,29.60477529429556,-0.20499176934008806,25.289218563447868,608.8880680366922,24.998330859761708,368.0535922584802,53.38175691398545,0.0009679561876554297,4.839780938277149,322.42705098312484,0.1594889994500768,-0.04154731300491221,-0.0001691381647432877,-0.0033117323066953475,-0.0008400289387768822,0.02121393490067125,-0.02368563826858683,7.2087602729364875e-06,1.5365986288651268e-06,-0.00022191455428455242,1.5365986288651268e-06,-5.806384752560234e-06,-2.6235989025735762e-05,-1.660642112710775e-08,-73.61196049995692,-10.676531526992747,-6.816172929682493e-09,-3.408086422140855e-05,0.0,-5.567214855531355e-05,-0.0040259024229566094,-0.00012292017786576137,-0.0009627128798532986,-0.00061048614736692,0.030834207704464017,-0.011475599936330825,2.0955698467838625e-06,4.466856479259089e-07,-6.451004485016058e-05,4.466856479259089e-07,-4.219756360872262e-06,-7.626740995853419e-06,-2.413724001033103e-08,-0.02139882572673166,-19.397768035960652,-4.953614047734369e-05,-6.192017482087306e-05,0.0,-0.004045941028729182,7.626740995853419e-06,0.02139882572673166,0.004045941028729182,0.030834207704464017,1.8447700092706871,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.04,0.04,AEROTWIN-4-001,IDLE,932.1580404832598,22.600167756821207,39.54072027462317,12.87455251371321,1.947989698985825,24.71817806192413,-1.536255090236647,-0.2053196381739492,41.487614641207706,-0.2053196381739492,25.360585020019094,606.2852790327491,24.997916334407044,294.7082490602693,42.74389502720334,0.0009694149179527,4.847074589763514,322.42705098312484,0.3568317726890577,932.2075952274379,273.94770758079767,22.600399199856536,39.53833978255651,12.875714922929404,1.9276760730715286,24.73494878655558,-1.5362708226659347,-0.2053217408043714,41.48803950617174,-0.2053217408043714,25.36059463442855,606.2853224188297,24.99791636220934,368.38744151859504,53.43017774297399,0.0009694243008088881,4.84712150404444,322.42705098312484,0.35678700029451316,-0.04955474417806727,-0.00023144303532873778,0.002380492066656359,-0.001162409216194149,0.020313625914296418,-0.01677072463144924,1.5732429287762528e-05,2.1026304222182546e-06,-0.0004248649640317126,2.1026304222182546e-06,-9.614409457014972e-06,-4.338608050602488e-05,-2.780229735321882e-08,-73.67919245832576,-10.686282715770652,-9.382856188083592e-09,-4.691428092673533e-05,0.0,4.477239454453441e-05,-0.004801816296324347,-0.00016819988032611754,0.0006920035077489415,-0.0008447741396759802,0.029525619061477344,-0.008125351081128506,4.573380606907711e-06,6.112297739006553e-07,-0.00012350725698596294,6.112297739006553e-07,-6.987216175156228e-06,-1.261223270523979e-05,-4.041031592037618e-08,-0.02141836990067609,-19.41548458533911,-6.818936183200283e-05,-8.52367022651441e-05,0.0,0.0032538077430620937,1.261223270523979e-05,0.02141836990067609,0.0032538077430620937,0.029525619061477344,1.8465786804673199,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.05,0.05,AEROTWIN-4-001,IDLE,928.5115328570606,22.66566745661552,7.540713757300667,13.206859760713854,1.9710817097376796,-7.6372277131508675,-0.7751903257755315,-0.2059146945826881,8.727733472241574,-0.2059146945826881,25.43234499021418,603.7526433599946,24.997505202237612,295.1917211697163,42.814016855013314,0.0009720846810417,4.860423405208863,322.42705098312484,0.3253265094821436,928.5674518115385,329.88016329444395,22.66594144258035,7.536776465605339,13.208263986015696,1.9524110218580841,-7.623898542268441,-0.7751996963916733,-0.20591718371019238,8.727838974384,-0.20591718371019238,25.432359112212716,603.7527068991707,24.99750524371725,368.9921857399031,53.517888635344065,0.0009720959095849927,4.860479547924964,322.42705098312484,0.32540133812481437,-0.05591895447787465,-0.0002739859648315246,0.003937291695327971,-0.0014042253018420325,0.01867068787959547,-0.013329170882426133,9.370616141812782e-06,2.4891275042793204e-06,-0.00010550214242499578,2.4891275042793204e-06,-1.4121998535898683e-05,-6.353917603973969e-05,-4.147963750256167e-08,-73.80046457018682,-10.70387178033075,-1.1228543292645526e-08,-5.6142716100993084e-05,0.0,-7.482864267077671e-05,-0.005418503340879326,-0.00019911770699965444,0.0011445615393395265,-0.0010205125740131047,0.027137627731970156,-0.006457931629082428,2.724016320294413e-06,7.235835768253837e-07,-3.066922744912668e-05,7.235835768253837e-07,-1.0263080331321715e-05,-1.8470690709226652e-05,-6.029017078860706e-08,-0.021453623421565933,-19.447441461356735,-8.160278555701688e-05,-0.00010200348128814147,0.0,-0.005438128101073888,1.8470690709226652e-05,0.021453623421565933,0.005438128101073888,0.027137627731970156,2.0992077299512846,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.06,0.06,AEROTWIN-4-001,IDLE,929.2953246281506,22.645482314200283,16.709255236319354,13.103734075250308,1.96395151440227,1.6415696466667773,17.786973991380176,-0.6662561247781027,-0.2057313151413592,-0.2057313151413592,25.503051742430277,601.2817607900764,24.997093221160497,295.04247316971055,42.79237022358848,0.000971258850968,4.8562942548401375,322.42705098312484,0.1644407126382048,929.3651596357652,385.59421040313623,22.645792206062744,16.720814932643915,13.105312449126995,1.9447871233158156,1.6707153602011044,17.78721739703704,-0.6662652421529732,-0.20573413046935846,-0.20573413046935846,25.503070877361225,601.2818467060392,24.99709327796713,368.8059534524486,53.49087787683624,0.0009712715086430308,4.856357543215154,322.42705098312484,0.16424511264275327,-0.06983500761452888,-0.00030989186246088707,-0.011559696324560775,-0.0015783738766863564,0.01916439108645429,-0.029145713534327156,-0.00024340565686387095,9.11737487052644e-06,2.81532799925599e-06,2.81532799925599e-06,-1.9134930948183637e-05,-8.591596281348757e-05,-5.6806634063377714e-08,-73.76348028273804,-10.69850765324776,-1.2657675030835168e-08,-6.328837501623497e-05,0.0,0.00019559999545154527,-0.00676695810218303,-0.00022521210934657484,-0.0033603768385351085,-0.001147074038289503,0.027855219602404484,-0.014120985239499588,-7.075745839066015e-05,2.6503996716646623e-06,8.184093021092993e-07,8.184093021092993e-07,-1.390619981699392e-05,-2.497557058531615e-05,-8.256778206886294e-08,-0.021442872175214546,-19.43769559092979,-9.198891737525555e-05,-0.00011498614646845011,0.0,0.014215115948513463,2.497557058531615e-05,0.021442872175214546,0.014215115948513463,0.027855219602404484,1.881541646011336,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.07,0.07,AEROTWIN-4-001,IDLE,942.9719631044272,22.64982492830402,43.73563521864252,13.125866129567395,1.9654844471587365,28.64428464191639,45.67286039338225,-1.5256836402677905,-0.2057707672359676,-0.2057707672359676,25.573126053084124,598.8729861951651,24.996681610372217,295.07456287796634,42.79702445069448,0.0009714362862544,4.857181431272157,322.42705098312484,0.4295762490651165,943.0487893538547,441.3561199812821,22.650211745457526,43.733223881185474,13.127838977980572,1.9464578386760167,28.658927064528882,45.67364040143554,-1.5257096961249434,-0.20577428142041312,-0.20577428142041312,25.573151394401528,598.8730998925179,24.996681686357924,368.8467772174007,53.49679887405736,0.0009714520974429565,4.857260487214782,322.42705098312484,0.4295288707419102,-0.07682624942742677,-0.0003868171535046372,0.00241133745704758,-0.0019728484131764645,0.019026608482719753,-0.014642422612492823,-0.0007800080532902598,2.605585715298453e-05,3.5141844455244264e-06,3.5141844455244264e-06,-2.534131740361545e-05,-0.00011369735273092374,-7.598570661571102e-08,-73.77221433943436,-10.699774423362882,-1.581118855655851e-08,-7.905594262513915e-05,0.0,4.737832320628188e-05,-0.00744440401428554,-0.000281117117372556,0.0007009701910022034,-0.0014337561142270814,0.027654954189999637,-0.007094197002176754,-0.00022674652711926154,7.574377079355967e-06,1.0215652457919844e-06,1.0215652457919844e-06,-1.8416655089836805e-05,-3.305155602643132e-05,-1.1044434101120786e-07,-0.021445411145184404,-19.439997135470346,-0.00011490689357964031,-0.00014363361668811613,0.0,0.0034431920934797876,3.305155602643132e-05,0.021445411145184404,0.0034431920934797876,0.027654954189999637,1.8350052740401503,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.08,0.08,AEROTWIN-4-001,IDLE,942.0181399074283,22.72525189829683,13.50958147980452,13.515061515303591,1.992202596844575,-1.9976826323436456,14.960240795772236,-1.0377472927140936,-0.206456011626811,-0.206456011626811,25.64375038178391,596.5302923816165,24.99627396702362,295.6336402338858,42.878111912242325,0.0009745386589109,4.872693294554715,322.42705098312484,0.2221623481179136,942.096555814682,497.9390473425134,22.725673733683106,13.498027320704526,13.517263815742046,1.9751167657405455,-1.9943532607780652,14.960518493858185,-1.037766555802223,-0.20645984394742964,-0.20645984394742964,25.643782500462294,596.5304361620708,24.996274064680602,369.5459701972491,53.59820842546862,0.0009745561191272386,4.872780595636193,322.42705098312484,0.22237370225694275,-0.07841590725365677,-0.0004218353862768254,0.01155415909999391,-0.0022023004384550404,0.017085831104029392,-0.0033293715655804412,-0.0002776980859486855,1.9263088129495287e-05,3.832320618651908e-06,3.832320618651908e-06,-3.2118678383596944e-05,-0.0001437804543229504,-9.765698294472713e-08,-73.91232996336333,-10.720096513226295,-1.7460216338613214e-08,-8.730108147858573e-05,0.0,-0.00021135413902914624,-0.0075984406253543375,-0.0003065664144453672,0.0033587671802307877,-0.0016005090395748837,0.024834056837252018,-0.0016130676189827714,-8.072618777578066e-05,5.5997349213649084e-06,1.1140466914685777e-06,1.1140466914685777e-06,-2.3342062778776844e-05,-4.179664369853208e-05,-1.4194328916384754e-07,-0.02148614243121027,-19.47691953711172,-0.0001268911071120146,-0.0001586138835003374,0.0,-0.015360039173629813,4.179664369853208e-05,0.02148614243121027,0.015360039173629813,0.024834056837252018,1.9825824312966631,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
0.09,0.09,AEROTWIN-4-001,IDLE,938.0710827115716,22.7200129396119,7.211378025876375,13.487734171489905,1.990341114254762,-8.266697259868291,-0.2064084163561399,8.010197220446695,-0.2064084163561399,-0.3860023618580409,25.713576059642588,594.2457571320364,24.995866209701084,295.5947024483967,42.87246445371056,0.0009743219152376,4.871609576188263,322.42705098312484,0.3322672111036123,938.166380237605,554.4648406913943,22.720443766992922,7.231761701597502,13.489979769292873,1.9731224124797675,-8.231340480175138,-0.2064123303678826,8.010349113506752,-0.2064123303678826,-0.3860096814131428,25.713614984153104,594.2459309247968,24.995866329440815,369.49737988367616,53.59116098356862,0.0009743397320705444,4.871698660352722,322.42705098312484,0.33191984537476127,-0.09529752603339148,-0.0004308273810202934,-0.02038367572112776,-0.002245597802968291,0.017218701774994516,-0.03535677969315287,3.914011742683909e-06,-0.00015189306005680692,3.914011742683909e-06,7.31955510191451e-06,-3.892451051612511e-05,-0.00017379276039264369,-1.1973973101930824e-07,-73.90267743527949,-10.718696529858057,-1.7816832944433404e-08,-8.908416445940759e-05,0.0,0.00034736572885102346,-0.009234256398584445,-0.00031310129434614336,-0.005925487128234813,-0.001631975147506025,0.025027182812492024,-0.017130222719550805,1.1377941112453224e-06,-4.4154959318839215e-05,1.1377941112453224e-06,2.1277776459053807e-06,-2.828816171230022e-05,-5.0521151276931296e-05,-1.7404030671411078e-07,-0.021483336463744035,-19.47437596267815,-0.00012948279756128925,-0.0001618534964742143,0.0,0.025244602387429028,5.0521151276931296e-05,0.021483336463744035,0.025244602387429028,0.025027182812492024,1.9882838816920543,LUBRICATION,LUBRICATION_SYSTEM,0.4,0.6,True
