window_id,run_id,window_start_sim_time,window_end_sim_time,operating_mode,throttle_mean,throttle_std,throttle_min,throttle_max,rpm_mean,rpm_std,rpm_min,rpm_max,crank_angle_mean,crank_angle_std,crank_angle_min,crank_angle_max,mean_torque_mean,mean_torque_std,mean_torque_min,mean_torque_max,instant_torque_mean,instant_torque_std,instant_torque_min,instant_torque_max,instant_torque_rms,instant_torque_peak,load_torque_mean,load_torque_std,load_torque_min,load_torque_max,friction_torque_mean,friction_torque_std,friction_torque_min,friction_torque_max,net_torque_mean,net_torque_std,net_torque_min,net_torque_max,cylinder_1_torque_mean,cylinder_1_torque_std,cylinder_1_torque_min,cylinder_1_torque_max,cylinder_2_torque_mean,cylinder_2_torque_std,cylinder_2_torque_min,cylinder_2_torque_max,cylinder_3_torque_mean,cylinder_3_torque_std,cylinder_3_torque_min,cylinder_3_torque_max,cylinder_4_torque_mean,cylinder_4_torque_std,cylinder_4_torque_min,cylinder_4_torque_max,cht_mean,cht_std,cht_min,cht_max,egt_mean,egt_std,egt_min,egt_max,oil_temperature_mean,oil_temperature_std,oil_temperature_min,oil_temperature_max,oil_pressure_mean,oil_pressure_std,oil_pressure_min,oil_pressure_max,oil_pressure_psi_mean,oil_pressure_psi_std,oil_pressure_psi_min,oil_pressure_psi_max,fuel_flow_mean,fuel_flow_std,fuel_flow_min,fuel_flow_max,fuel_flow_lph_mean,fuel_flow_lph_std,fuel_flow_lph_min,fuel_flow_lph_max,fuel_pressure_mean,fuel_pressure_std,fuel_pressure_min,fuel_pressure_max,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_rms,vibration_peak,degradation_type,target_component,active_severity,current_health,is_degraded
COOLING_SEV040_W0000,COOLING_SEV040,0.0,4.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1151.4654433529474,63.00705054765343,911.720202809392,1194.032481769125,360.3336490582563,207.7275147855729,1.1495798089694063,715.587224952254,23.783483843409442,0.3193612349471255,22.48604081632653,23.992660814092996,23.802399829089946,16.254815133764897,0.0,46.952917534108124,28.823137453385147,46.952917534108124,20.19440242928213,2.11149928009255,12.311344529918863,21.66969250705582,2.410426013747362,0.1340029904561528,1.8849555921538759,2.500775781915648,1.1975713860604604,16.52553683145971,-24.119726553227597,29.058448561222537,5.956750111304482,13.920182833568107,-1.631463289902066,48.940463950098525,5.934066272078647,13.92035095011174,-1.6314237749968996,48.9560188893196,5.941996729826944,13.934826253163719,-1.6302233598049387,48.93675662711174,5.960416146109057,13.986730079321163,-1.6310647937488316,48.90069765226432,33.98182847425821,3.0556717027219635,25.08202058368004,36.55487320508051,517.3582649727476,19.532043524198553,509.3144330609432,617.1107142857143,24.918939919488807,0.04277029276430545,24.848985152366463,24.999579506279403,379.9171122102366,3.175772336297827,367.3392958486187,382.0427234987758,55.10241812074829,0.460607668111964,53.278156791291956,55.410712530815445,0.0010231098719450356,1.5040174812253606e-05,0.0009648312881527473,0.0010333343643073346,5.115549359725177,0.07520087406126802,4.824156440763737,5.166671821536673,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.32215210916009895,0.12501131468678614,0.06734535831063333,0.4871839984936315,0.34555724596080895,0.4871839984936315,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0001,COOLING_SEV040,1.0,5.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1180.8536025593844,14.345242731123411,1119.68223144914,1194.1727491254155,360.39072329539454,207.93626727160063,1.1495798089694063,717.2169691675991,23.930691668778767,0.06824398742525085,23.64049091665077,23.993306785539904,23.933629063136003,16.360448077360356,0.0,46.952917534108124,28.99108244656954,46.952917534108124,21.192590244704235,0.5148891711817678,19.055047638671258,21.674784041933727,2.472905868894198,0.030401059158122766,2.345056981783763,2.5010695571796884,0.2681329495375712,16.513557392129268,-24.12693081016424,24.921877582572694,5.952531987130951,14.011672014506848,-1.631463289902066,48.940463950098525,6.057998934358986,14.099157214896547,-1.6314237749968996,48.9560188893196,5.953541388298567,13.972698849567339,-1.6309492230972968,48.93675662711174,5.959409730207644,14.005732770024801,-1.6312403586153816,48.95839248294979,35.57904035977117,1.2925689709809742,31.56162726965722,36.62549811844367,509.79127844014516,1.1904000999719928,509.3144330609432,516.2314161855105,24.890078030957994,0.03988679903002415,24.824003511607273,24.962633687387044,381.3934657852603,0.7097507657708604,378.4009443119677,382.04955030340057,55.31654549056258,0.10294083156587396,54.88251616111917,55.41170267690461,0.0010301460875446553,3.470031025452855e-06,0.001015593382187896,0.0010333680579120595,5.150730437723277,0.017350155127264295,5.07796691093948,5.166840289560298,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.32422306520853045,0.1265741598379544,0.06734535831063333,0.48720463884482773,0.34805403883865366,0.48720463884482773,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0002,COOLING_SEV040,2.0,6.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1187.152338104037,5.025553387310563,1169.3355963610925,1194.1963300589625,359.7396373033235,207.17482420841895,1.0631946138887542,717.2169691675991,23.96077322855406,0.023401908185818915,23.877842978741835,23.993415375696326,23.939604883005675,16.35195504959678,0.0,46.952917534108124,28.991224808525473,46.952917534108124,21.420508777532667,0.18200677088392972,20.782548714447973,21.67564005994098,2.4863332798941475,0.010575275493153563,2.4490507460726985,2.501118944971419,0.03276282557886101,16.502459375146554,-24.128993533775024,23.49002773509118,6.060637987499464,14.119785840049174,-1.631463289902066,48.95170376466034,5.936533888813679,13.948860828232128,-1.6314237749968996,48.9560188893196,5.998203379054238,14.020424451448617,-1.631145658983604,48.95622637089743,5.933141024446959,14.001815605800628,-1.6312469329428452,48.95839248294979,36.24650027976559,0.5074642192360329,34.63936685833588,36.6523949188983,509.3659000635379,0.03292607610327253,509.3144330609432,509.56236534184234,24.863083592785053,0.03787329603594435,24.80015752466976,24.931287213744966,381.70680296494754,0.2460948793624221,380.83820630954807,382.0506979704103,55.361991288430055,0.03569310911296703,55.23601176672423,55.41186913223237,0.001031679448665539,1.2111655062768705e-06,0.0010274146356288117,0.0010333737223639213,5.158397243327696,0.006055827531384347,5.137073178144059,5.1668686118196065,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.32428360053579547,0.12650119952069064,0.06771876913777304,0.4872105477847429,0.3480839080690644,0.4872105477847429,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0003,COOLING_SEV040,3.0,7.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1188.3959759482925,4.26272896194844,1179.1239886143721,1194.1963300589625,357.9213761432023,207.08750494552737,1.0631946138887542,717.8429863445718,23.96660195828836,0.01971889363462793,23.923607326611712,23.993415375696326,23.96003661630773,16.367517161041,0.0,46.952917534108124,29.01687393003903,46.952917534108124,21.465773676982145,0.15385089970549456,21.131942295186082,21.67564005994098,2.4889654142047646,0.008924410234287385,2.469551506868271,2.501118944971419,0.0052975251208175035,16.51802255551448,-24.12959229565877,23.337302874765395,6.044062999741988,14.104759631910408,-1.631463289902066,48.95170376466034,5.931417931409801,13.958918762468993,-1.6314237749968996,48.9560188893196,6.060280996440215,14.075512589522276,-1.6313557312152405,48.95622637089743,5.913429417735009,13.99932662303112,-1.6312469329428452,48.95839248294979,36.50747439851925,0.19455924659630186,35.887884111456266,36.662248169765576,509.3681267081727,0.015124215389790984,509.32161629870893,509.38224273365626,24.83743554912047,0.036116582985041834,24.77738590802723,24.90233524335598,381.7680644115433,0.20760835110172035,381.3162088884038,382.0506979704103,55.370876526121414,0.030111100027091255,55.305340304756314,55.41186913223237,0.0010319808530260585,1.022446555730203e-06,0.0010297578131456175,0.0010333737223639213,5.159904265130293,0.005112232778651023,5.148789065728088,5.1668686118196065,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.32441237073504553,0.12692946593384016,0.06771876913777304,0.48721226294867476,0.3483596928580896,0.48721226294867476,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0004,COOLING_SEV040,4.0,8.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1188.6456852308145,4.224755322945582,1180.8373728311071,1194.1963300589625,356.9942997885038,207.31494177482494,1.0631946138887542,717.8429863445718,23.967724819955812,0.01953537839903544,23.931583281840545,23.993415375696326,23.98407968090353,16.376421001089717,0.0,46.94686059457254,29.041749997974673,46.94686059457254,21.47453556115572,0.15248227598343458,21.193400535420828,21.67564005994098,2.4894736311396137,0.00884309715248209,2.4731400103803187,2.501118944971419,0.0200704886081978,16.527037725937053,-24.129619026167212,23.24508112977755,5.990266122743564,14.093447629014436,-1.6314389105346159,48.95170376466034,5.9379383697491965,13.952989108604903,-1.63149705488485,48.9560188893196,6.063230504491758,14.070783634924805,-1.6313557312152405,48.95622637089743,5.9816150994414246,14.06732109204366,-1.6312469329428452,48.95839248294979,36.60737467712233,0.07397516689988516,36.371243441145694,36.66596759537607,509.3754574766037,0.004941239916887379,509.3586244346707,509.38224273365626,24.81297359660218,0.03447335834662176,24.75564417605158,24.874889092311374,381.7798869055858,0.2057078049995942,381.39979786036736,382.0506979704103,55.37259123701236,0.02983544862153108,55.31746388207196,55.41186913223237,0.0010320390787976561,1.013175836546206e-06,0.0010301683849347112,0.0010333737223639213,5.160195393988282,0.00506587918273104,5.150841924673556,5.1668686118196065,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3247606911736767,0.12659041124236964,0.06771876913777304,0.4872123395179794,0.34856081069178796,0.4872123395179794,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0005,COOLING_SEV040,5.0,9.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1188.6828652402858,4.222837819185212,1181.267701431876,1194.1963300589625,356.82357809917266,207.7736458510782,1.0631946138887542,718.1874360898319,23.967970811075116,0.019506466795089886,23.933584872963742,23.993415375696326,23.952614451067543,16.361048850456175,0.0,46.94686059457254,29.007096692507904,46.94686059457254,21.47645612757612,0.15226796757679517,21.208850229707867,21.67564005994098,2.4895849979324067,0.008830322746433448,2.474041288494189,2.501118944971419,-0.013426674440985728,16.511443720885953,-24.129619026167212,23.2496550509157,5.901483162343922,13.985177858169953,-1.6314389105346159,48.95170376466034,5.94065376961009,13.961881569544683,-1.63149705488485,48.94590521780046,6.061304192163933,14.079347327052648,-1.6315569258657727,48.95622637089743,6.0381238033459645,14.094203252590747,-1.631534602445019,48.95839248294979,36.64532256523005,0.02800985123417513,36.555874867742,36.66758732910601,509.3775043016352,0.002223717279024955,509.3711474207503,509.38224273365626,24.789623694385526,0.032912077876284966,24.734890478423054,24.848728358806127,381.78247744703737,0.20540903877802955,381.42078801127036,382.0506979704103,55.3729669639634,0.029792116166287734,55.32050825157863,55.41186913223237,0.0010320518387071816,1.011720329557877e-06,0.0010302715222787477,0.0010333737223639213,5.160259193535909,0.005058601647789385,5.151357611393739,5.1668686118196065,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3242506354809777,0.127019268737877,0.06771876913777304,0.4872123395179794,0.3482418258057509,0.4872123395179794,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0006,COOLING_SEV040,6.0,10.99,TAKEOFF,0.1896,0.09454649649775503,0.15,0.546,1258.6326242413957,188.57179664832776,1181.2944837727089,2108.7695979831306,358.70010788470705,208.34730948032657,1.0631946138887542,718.5164456703179,31.006090365982764,17.05450739220612,23.933709424309306,97.2976093103678,30.87161510926768,29.732810172261267,0.0,177.3767449540832,42.86136512285263,177.3767449540832,24.530275020399518,8.608298963699115,21.209811957678745,67.58942156594026,2.6323650288634695,0.387425870520255,2.4740973812976597,4.416596718091537,3.708975060004695,26.195625315050755,-62.213921752444165,112.479184983452,7.508716546961573,19.78067397739984,-6.310931164538025,154.93896642660476,7.811212447605394,21.663993212069258,-5.016897015509375,181.85457459334907,7.729180254604702,22.165987562824878,-5.5197424774948285,185.37974335957918,7.811837456716744,20.994198168145196,-6.49856920580916,165.59265981436576,38.146951253895544,4.257202218541437,36.626085024354865,59.35953990124147,515.0610450123936,15.296789009815406,509.3739501973351,583.4957886428183,24.791707788129038,0.06265214322891591,24.73439585176388,25.127883145948545,384.97135229652815,8.592175679369792,381.4220943237453,423.89921538840014,55.83547499438385,1.2461919761844356,55.32069771652737,61.48149440150278,0.001142724606513944,0.00028927729898126146,0.0010302779414888665,0.002471150063171256,5.71362303256972,1.4463864949063077,5.1513897074443324,12.35575031585628,322.31234696176705,0.5792871783865413,319.1449422125901,323.0,0.40864805235517465,0.27073811206750575,0.06771876913777304,1.635798423229199,0.4901962423556048,1.635798423229199,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0007,COOLING_SEV040,7.0,11.99,TAKEOFF,0.30920000000000003,0.24361806172777914,0.15,0.9460000000000001,1556.3087509344255,607.3045726196927,1181.2944837727089,3266.6218892241022,360.9189867249842,208.08862938693974,1.6379767946759785,718.5164456703179,52.880368127306895,44.439439804639115,23.933709424309306,167.44876006551883,52.87598945241133,64.45788204068884,0.0,288.02125503529834,83.37079115459365,288.02125503529834,42.196513071901485,36.801523985276496,21.209811957678745,162.18780715621955,3.2520980474356582,1.2656161109680142,2.4740973812976597,6.841596886161367,7.427378333074177,48.76873248818031,-141.32479819352506,159.79255557536732,12.847763793007365,40.22323385377309,-10.845573091313414,300.2467131009985,12.877320359101043,40.22479012074721,-10.809866235341653,296.962867646117,13.714472409272775,43.93877035912412,-10.934416022502138,299.5355738093411,13.428142451280522,42.84913511693904,-10.927970827685552,296.16512894103755,48.22317407361901,21.16346772870593,36.65236580213711,115.24207641967554,541.9004933328225,55.248894079637815,509.3739501973351,703.1024318289465,25.029078441336825,0.5620372286261981,24.73439585176388,27.259614164339627,397.28848183616793,24.85865311064465,381.4220943237453,451.00000000000006,57.621926828554116,3.605449329861679,55.32069771652737,65.41213800000001,0.0016854824940229053,0.0011211700515767265,0.0010302779414888665,0.004993593549761402,8.427412470114529,5.605850257883632,5.1513897074443324,24.967967748807013,321.3728646308667,1.931344165610171,317.0,323.0,0.6585873343189431,0.6147425311291382,0.07076465587293713,2.7099701382661068,0.90091378971819,2.7099701382661068,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0008,COOLING_SEV040,8.0,12.99,TAKEOFF,0.46920000000000006,0.33287499155088235,0.15,0.95,1917.8348257784016,791.3938886106563,1181.2944837727089,3266.6218892241022,368.8834211503031,207.32911179266927,1.6379767946759785,718.5164456703179,81.7325389060911,60.301990562933376,23.933709424309306,169.5155488164828,76.80915745924084,72.4910810609693,0.0,288.02125503529834,105.61535637863687,288.02125503529834,65.19140634197976,50.20184988505171,21.209811957678745,162.18780715621955,4.009095210402533,1.655721679051619,2.4740973812976597,6.841596886161367,7.608655906858547,50.663698639239286,-141.32479819352506,159.79255557536732,18.753516683848265,51.47477906493722,-10.903518532921229,300.2467131009985,18.84871955141057,51.559577549215405,-10.852431079185184,296.962867646117,19.760592356842494,54.54773204804639,-10.934416022502138,299.5355738093411,19.440261622774127,53.64523949774356,-10.927970827685552,296.16512894103755,66.985901487688,37.81264589221739,36.66230803090157,137.82132198513767,586.4425781615672,90.09478103156934,509.3739501973351,744.8176611901383,25.867292937221958,1.7082686144557624,24.73439585176388,30.66592849949458,411.13230329795766,30.906004615976478,381.4220943237453,451.00000000000006,59.629807005729184,4.482545097491998,55.32069771652737,65.41213800000001,0.0024600172977771112,0.0016263385317746494,0.0010302779414888665,0.005027146513858579,12.300086488885558,8.131692658873249,5.1513897074443324,25.135732569292895,320.7020442376167,2.0287313472402735,317.0,323.0,0.7458192238920408,0.6196206626676235,0.07303947987067977,2.7099701382661068,0.9696267737287326,2.7099701382661068,COOLING,COOLING_SYSTEM,0.4,0.6,True
COOLING_SEV040_W0009,COOLING_SEV040,9.0,13.99,TAKEOFF,0.6292000000000001,0.3332592984449196,0.15,0.95,2280.050922081897,789.2177052261796,1181.2944837727089,3266.6218892241022,377.41473848449647,206.0541672677415,4.5764943385889865,718.5164456703179,110.58100775104967,60.26954777084925,23.933709424309306,169.5155488164828,100.5961322622834,70.37085903106748,0.0,288.02125503529834,122.76660631825409,288.02125503529834,88.25147672221999,51.294352621980366,21.209811957678745,162.18780715621955,4.767750579454806,1.6546770269580413,2.4740973812976597,6.841596886161367,7.576904960608616,50.13857196011366,-141.32479819352506,159.79255557536732,24.734213226274758,59.56474874588339,-10.903518532921229,300.2467131009985,24.778506234039277,59.645828271451116,-10.852431079185184,296.962867646117,25.699294248791322,62.17648706475819,-10.934416022502138,299.5355738093411,25.38009296078941,61.40679129704611,-10.927970827685552,296.16512894103755,87.5564476457882,43.3015717972651,36.66592614616929,140.3322851425102,633.9928425348061,99.1587946615926,509.3739501973351,748.140515722189,27.37598720036869,2.9785767223527353,24.73439585176388,33.87108523309671,424.97616818093405,30.151335728025646,381.4220943237453,451.00000000000006,61.63769348062631,4.373089431321386,55.32069771652737,65.41213800000001,0.0032355858351839325,0.0016840494340143541,0.0010302779414888665,0.005027146513858579,16.17792917591966,8.420247170071772,5.1513897074443324,25.135732569292895,320.0312238443667,1.897738515316117,317.0,323.0,0.8009748695273341,0.5893361714242569,0.07303947987067977,2.7099701382661068,0.99442338295282,2.7099701382661068,COOLING,COOLING_SYSTEM,0.4,0.6,True
