timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,0.15,911.8385674849607,54.0,22.48604081632653,38.99093788192605,12.311344529918863,1.8849555921538759,24.794637759853313,-0.20428280949283495,-0.20428280949283495,-0.9916095872301798,40.39111308814191,25.07229836145782,617.1107142857143,24.999579506279403,367.3392958486187,53.278156791291956,0.0009648312881527473,4.824156440763737,322.42705098312484,0.3487540659949304,CYLINDER,CYLINDER_3,0.4,0.6,True
0.01,0.01,AEROTWIN-4-001,IDLE,0.15,920.0407078663113,108.71031404909765,22.552592204756767,31.72563355812699,12.637360684371448,1.909750229913729,17.178522643841813,-0.2048874203585373,-0.2048874203585373,-1.1643578529028515,33.29976625174692,25.14500990290639,614.298734386065,24.99916225844558,367.94820315773757,53.366471489591945,0.000967493737242941,4.837468686214705,322.42705098312484,0.2207092388654445,CYLINDER,CYLINDER_3,0.4,0.6,True
0.02,0.02,AEROTWIN-4-001,IDLE,0.15,914.1788527416952,163.91275652107632,22.59841130778195,2.5156216450286726,12.865733556405608,1.926928752557571,-12.277040663934505,-0.20530368105871488,-0.20530368105871488,-0.34133880600441957,3.267567813150522,25.217778890831255,611.5605691869275,24.99874735431772,368.36914623133896,53.42752423110094,0.0009693437219875613,4.846718609937807,322.42705098312484,0.411813817924278,CYLINDER,CYLINDER_3,0.4,0.6,True
0.03,0.03,AEROTWIN-4-001,IDLE,0.15,917.8674424435197,218.763487685578,22.565689782891464,22.34232884940827,12.702312931275312,1.9146517118936366,7.72536420623932,-0.9626696798363382,-0.20500641018341412,23.715011349611437,-0.20500641018341412,25.289280136979695,608.8883458941436,24.998331036006025,368.06838615570797,53.38390259125157,0.0009680211422278429,4.8401057111392145,322.42705098312484,0.06414215888452886,CYLINDER,CYLINDER_3,0.4,0.6,True
0.04,0.04,AEROTWIN-4-001,IDLE,0.15,925.7620218527713,273.8355342321892,22.58629403419653,31.26176952899588,12.805024002705077,1.922377076099876,16.534368450190925,-1.5355049942119867,-0.20519359717548963,33.20766171755885,-0.20519359717548963,25.360420330307218,606.2845090078373,24.997915857958304,368.25768515687554,53.41135813978291,0.0009688531206654086,4.8442656033270435,322.42705098312484,0.21213691065161486,CYLINDER,CYLINDER_3,0.4,0.6,True
0.05,0.05,AEROTWIN-4-001,IDLE,0.15,921.4604882716926,329.3812555433555,22.630231463202676,5.956043928240776,13.02624334868204,1.9389114445500668,-9.009110864991332,-0.7853483944891028,-0.205592763107482,7.152577848944843,-0.205592763107482,25.43158854032709,603.749151434864,24.997502970497095,368.6623260582174,53.47004644683173,0.0009706367241320805,4.853183620660403,322.42705098312484,0.3522925919161794,CYLINDER,CYLINDER_3,0.4,0.6,True
0.06,0.06,AEROTWIN-4-001,IDLE,0.15,921.9691851019551,384.66888483965704,22.60631845013153,15.900786739445545,12.905472255856143,1.9299023336850756,1.0654121499043263,16.913350114252083,-0.6428874452194556,-0.1643004131498155,-0.20537551643726937,25.501653915897514,601.2753342868231,24.997089069347716,368.44193459877886,53.43808131033769,0.0009696643928503099,4.84832196425155,322.42705098312484,0.17774381838328113,CYLINDER,CYLINDER_3,0.4,0.6,True
0.07,0.07,AEROTWIN-4-001,IDLE,0.15,935.8536758075553,439.9870359457743,22.609149791038025,43.93030232771992,12.919725248851657,1.9309677458349799,29.079609333033286,45.8170694846588,-1.517044927084736,-0.1643209910462886,-0.20540123880786076,25.571072023927464,598.8635805804105,24.996675460664285,368.46800867371957,53.44186304201894,0.0009697793183615126,4.848896591807564,322.42705098312484,0.4335286654524748,CYLINDER,CYLINDER_3,0.4,0.6,True
0.08,0.08,AEROTWIN-4-001,IDLE,0.15,935.4959208614628,496.1382564942276,22.686076699814667,14.52255437176153,13.311787223546393,1.960047355168013,-0.7492802069528763,15.964617097440689,-1.07108252776732,-0.16488008796081813,-0.20610010995102265,25.6410662867745,596.5180712126748,24.996265822755834,369.17857603536333,53.544922311017025,0.0009729224958012629,4.864612479006315,322.42705098312484,0.20358599301671573,CYLINDER,CYLINDER_3,0.4,0.6,True
0.09,0.09,AEROTWIN-4-001,IDLE,0.15,930.8882193918075,552.2680117459154,22.684103094314427,5.610562283407328,13.30161159978229,1.9592980749610602,-9.650347391336023,-0.20608217999706976,6.309930293831626,-0.16486574399765583,-0.3284200864295733,25.710326689732813,594.2310462555843,24.995856240252905,369.16029377653183,53.542270688760624,0.0009728413537079775,4.864206768539888,322.42705098312484,0.35950311869636525,CYLINDER,CYLINDER_3,0.4,0.6,True
